供应商ID,材料分类,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
S160,B,0,0,0,0,2.996115,0,0.999676,0,1.999492,0,1.999662,1.99964,6.998964,0,4.99963,0,6.997634,0,1.999852,0,2.998059,0.999989,1.99741,0.99322,2.99385,0,0.999514,0,3.997412,0,4.99815,0,2.999208,0,2.999715,0,5.999238,0,3.999832,0,1.999408,0.999894,3.999576,0,2.999967,0,0.999989,0,1.998058,0,2.998827,0.989362,4.99838,0,1.999352,0,0.999662,0,1.999684,0,1.999684,0,1.999704,0,4.999575,0.999947,3.999536,0,2.999874,0,2.998059,0.992908,1.999352,0,1.998706,0,2.996115,0,0.99962,0,4.9991,0,2.999367,0,0.999915,0.999926,3.99966,0,8.999622,0.999968,2.999967,0.999989,1.999958,0,0.999989,0,1.994618,0,3.998704,0,2.998059,0,1.998922,0.999694,2.99943,2.999271,0.999842,3.9989,0.999915,0.999958,1.99983,6.998964,3.998816,0,1.999768,0,3.99966,0,1.999958,0.999958,1.999936,0,1.99962,0,4.993525,0,0.999353,0,3.996576,0,1.999366,0,0.99981,0,1.999958,0,0.999915,0,0,0.999937,1.999978,0,0,0,0.996115,0.99962,6.99867,0,1.99482,0,2.993883,0,3.995308,0,1.997972,0,4.999365,0.999915,0,0,1.999874,0,3.999832,0,1.999936,0,2.998059,0,0.994915,0,1.998754,0.987589,2.998059,0.99322,0,0,1.998058,0.999176,1.99964,0,3.999704,0,2.999811,0,1.999874,0,1.99981,0,1.999352,0,2.999028,0,1.998706,0,1.999092,0,3.997412,0,2.987415,0,1.996238,0,2.999028,0,2.999745,0.999968,0,0,5.999748,0.999958,4.99979,0.999968,0.999989,0,1.999936,0,1.998058,0,3.998704,0,1.998706,0,2.997087,0,1.999352,0,1.999344,0,2.999556,0,8.999334,0,1.999894,0,6.999629,0,2.999904,0,0,0.99322
S161,B,0,0,0,0,0,0.992908,0.999676,0.999736,0,0,0,0,0,0,0.999926,0.999831,0,0.999958,0,0,0,0,0,0,0,0,0.999514,0,0.999353,0,0,0.99981,0,0,0,0,0,0,0,0,0,0,0.999894,0.999937,0,0,0,0,0,0.999514,0,0,0,0,0,0.999704,0,0,0.999842,0,0.999842,0.999831,0,0,0,0.999947,0,0,0,0,0.999353,0,0.999676,0.999546,0.999353,0,0,0,0.99962,0,0,0,0,0,0,0,0,0,0.999958,0.999968,0,0,0,0,0,0,0,0,0.999676,0.985816,0.999353,0,0.999461,0,0,0,0.999842,0,0,0,0.999915,0,0,0,0.999884,0,0,0,0,0,0,0,0,0,0,0.996733,0.999353,0,0,0,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99741,0,0,0,0,0,0.998986,0,0,0,0,0.999947,0,0.999947,0,0,0,0,0,0.99322,0,0,0,0.987589,0,0,0.999029,0,0.999029,0,0,0,0,0,0,0,0,0,0,0.999979,0,0,0.999676,0.998305,0,0,0,0,0,0,0,0,0.998119,0,0,0,0,0.999968,0,0,0,0,0,0,0,0.999937,0,0,0,0.999609,0,0,0,0,0,0,0,0.999429,0,0,0,0,0,0,0,0,0,0,0.999968,0,0,0
S162,C,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999746,0,0.999958,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999894,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99981,0,0,0,3.99966,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0,0,3.996704,4.9991,0.999778,8.999334,1.99983,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S163,A,0,0,0,0,0,0,0,0,0,0,2.999493,0,0,0,1.999852,1.999662,4.99831,7.999664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999367,0,0,0,6.999405,0,0.999958,1.999936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,0,1.999704,1.999408,2.999745,0,1.99981,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999366,1.999366,0,0,2.999778,0,1.99983,4.999575,7.999832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998098,0.998986,0,0,0,2.999334,3.999788,2.999811,4.999735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99946,0.999778,0,0,6.999559,4.99963,3.999748,0.999968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999968,1.999852,3.999748,0,2.999874,0,8.999712,13.999846,3.999748,7.999744,1.999958,0,0,0,0,0,0,0,0,3.998704,4.997145,0,0.999768,0,0,0,0,0,0,0,0,0,0,0,0
S164,B,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,0.999831,2.998986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.999405,2.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,2.999778,0,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S165,B,0.999894,0,0,0,0,0,0,0,0,0,0.999831,0.99982,0,0,0,0.999831,0,0,0,0.99322,0.999353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999863,0,0,0,0,0,0.999937,0.999989,0.999958,0,0,0,0,0,0.989362,0,0,0,0,0,0,0,0,0,0,0,0,0.999915,0,0,0.999926,0,0,0,0.992908,0.999676,0,0,0,0,0,0,0.999768,0,0,0.999789,0,0.999915,0.999926,0,0,0,0.999968,0,0,0,0,0,0,0,0,0,0,0,0,0.999461,0.999694,0,0,0.999842,0,0,0.999958,0.999915,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0.998705,0.996733,0,0.997781,0.999144,0,0,0,0,0,0,0,0.999915,0,0,0.999937,0,0.999989,0,0,0,0.99962,0,0,0,0,0,0,0,0,0,0,0.999873,0,0,0,0,0,0.999958,0.999979,0,0,0,0.99322,0,0,0,0,0,0,0.999029,0,0,0,0,0,0,0,0.999937,0.999926,0,0,0,0,0,0,0,0.998305,0,0,0,0,0,0.991135,0,0,0.998119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999979,0,0.999609,0.999676,0.991135,0,0,0.999029,0,0,0,0.999672,0,0,0,0,0,0,0.999989,0,0.999968,0,0,0,0
S166,A,0,0,0,0,0,0,0,0,2.999238,0.999746,3.999324,0.99982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0,0,0,1.999958,0,0,0,0,0,0,1.999978,0.991525,0,0,0,0,0,0,0,0,0,0.999757,0.999842,2.999175,0,0,0,5.999112,0,1.99983,0,3.99962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999958,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S167,C,0,0,0,0,0,0,0,0,0.999746,6.998222,0,0,0,0,1.999852,1.999662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999682,0,0,0,1.999852,0.999915,0,2.999874,0,0,0,0,20.999559,18.999791,29.74575,0.997309,0,11.996112,17.744688,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99983,0,0,0,0,0,0,0,0,5.99886,1.993038,0,0,0,0,0,0.999683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99888,0,0,0,0,0,0,0,0,0,1.999616,3.997412,0.99322,0,0,0,0.987589,0,0,0,0,0,0.999176,2.99946,3.999112,0,0,1.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S168,C,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,0.999831,0.999662,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.999405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999745,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998098,0,0,0,0,0.999778,0,0,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0,0,0,0,0.999778,1.999852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S169,A,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,0,0,0,2.998986,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,1.999852,0,0,0.999958,0.999968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999745,0.999852,0,0,0,0,0.999915,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99981,0,0,0,0.999915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0,0,0,0,2.999334,0,17.998866,5.999682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999029,0,7.99856,0,5.999556,0.999915,0,0,0,0,0.999905,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S170,A,0,0,0,0,0,0,0,0,0,0,0,1.99964,0,0,0,0,3.998648,1.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999619,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0.999915,0,1.999916,0,0,1.999978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99945,0,0,0.999915,0.999852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99981,0,0,0,2.999745,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999049,0.998986,0.99944,1.999746,0,0.999778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996704,9.9982,0,3.999704,3.99966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999832,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S171,C,1.999788,0,0.999546,0,0,0,1.999352,0,2.999238,0,3.999324,1.99964,2.999556,0,4.99963,0,2.998986,0,5.999556,0,1.998706,0,0,0,1.9959,0,0,0,1.998706,1.99322,0.99963,0,0,0,1.99981,0,2.999619,0,2.999874,0,0.999704,0,3.999576,0,3.999956,0,1.999978,0,3.996116,0,3.998436,0,4.99838,0,2.999028,0,0.999662,0,0.999842,0,4.99921,0,4.99926,0,6.999405,0.999947,4.99942,0,3.999832,0,8.994177,0,3.998704,0,3.997412,0,0.998705,0,3.99848,0,1.99964,0.999894,2.999367,0,1.99983,0,3.99966,0.999979,3.999832,0.999968,0.999989,0,3.999916,0,0.999989,0,0.997309,0,3.998704,0,3.997412,0,3.997844,0,0.99981,1.999514,0.999842,0.999725,0.999915,0,1.99983,9.99852,7.997632,0,0,0,1.99983,0,5.999874,0,1.999936,0,0,0,5.99223,0,2.998059,0,1.998288,0,0,0.999704,3.99924,0,4.999895,0,5.99949,0,7.999912,0,2.999967,0,0,0,2.988345,0,2.99943,0,2.99223,0,3.991844,0,1.997654,0,1.997972,0,0.999873,0,3.999112,0,3.999748,0,3.999832,0,0.999968,0,2.998059,0,0.994915,0,2.998131,0,2.998059,0,2.997087,0,1.998058,0,4.9991,0,3.999704,0,2.999811,0,1.999874,0,0.999905,0,2.999028,0,2.999028,0,1.998706,0,2.998638,0,3.997412,0,1.99161,0,2.994357,0,3.998704,0,2.999745,0,4.99963,0,0.999958,0,0.999958,0,4.999945,0,1.999936,0,0.999029,0,0.999676,0,5.996118,0,0.999029,0,5.998056,0,1.999344,0,1.999704,0,6.999482,0,3.999788,0,3.999788,0,2.999904,0,0.998705,0
S172,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999831,1.999324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999619,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999576,0,0.999926,0,0,0.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999725,0,0,4.999575,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.999575,1.999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996196,0.998986,0,2.999619,0,2.999334,0,0,0,0,0,0,0,0,0,0.994915,0,0,0,0,0,0,0,0,3.996704,7.99856,0.999778,9.99926,3.99966,0,0,0,0,0.999905,0,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S173,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,1.999852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99982,0,3.998984,0,5.999178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999662,6.998523,0,0,0,0,0,0,0,0,0.999884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999556,0,0,0,0,0,0,0,0.999958,0,0,0,0,0,0,0,0,0,1.999366,0,0,0,0,0,0,1.99983,0,0,0,0,1.999978,0,0,0,0,0,0,0,0,0,0,0,1.998098,4.99493,0.99944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998058,0.999176,0.99982,0,0,0,2.999811,0,0,0,0,0.999979,0,0.999947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S174,A,70.992474,53.988012,51.976392,61.393454,63.91712,63.546112,81.973432,80.978616,73.981204,52.986538,58.990029,71.98704,82.987716,105.995548,73.994524,71.987832,84.97127,53.997732,61.995412,60.58642,68.955357,78.999131,80.895105,52.64066,78.83805,42.989078,73.964036,64.654265,68.955357,76.73897,54.97965,51.99012,62.983368,81.98524,55.99468,63.983744,78.989967,81.988766,61.997396,68.993445,68.979576,44.99523,60.993534,48.996913,57.999362,61.997396,72.999197,79.99832,73.928146,38.981046,60.976149,78.159598,71.976672,75.3559,49.9838,65.980464,63.978368,71.984808,82.986886,73.989048,84.98657,76.986987,77.988456,83.993784,81.99303,72.996131,64.99246,72.994598,87.996304,92.996094,81.946946,76.453916,48.984124,63.970944,72.952769,52.718093,86.887335,82.957476,67.97416,48.988632,57.98956,59.99364,67.985652,69.99258,60.994815,52.996078,58.994985,48.998971,52.997774,66.997856,46.999483,38.999571,42.999097,51.998908,57.999362,64.449125,55.849304,47.981232,64.97894,40.418456,65.957298,69.25534,55.969816,67.979192,70.98651,59.98542,115.981672,87.9758,67.99422,64.99727,81.99303,54.99186,61.981648,53.99541,62.992692,57.99449,57.99507,57.996926,44.999055,61.997396,51.998336,51.998908,61.98822,50.822469,70.908055,67.777844,48.968297,52.882393,76.934088,59.98098,69.97781,41.987568,53.98974,54.99593,0,0,28.997535,2.999937,0,0,0,0.999989,0,0,0,0,0,0,0,0,0,0,0,0.999049,1.997972,0,10.998603,14.998725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998058,5.995056,10.99802,2.999334,8.999334,5.99949,0,0,0,0,0.999905,0,0,2.999841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.999748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999947,0,0,0,0,0,0,0,0
S175,B,0,0,0,0,0,0,0,0,0,0,0,8.99838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.997138,0,0,0,11.999112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S176,B,3.999576,0,0,0,0.998705,0,0.999676,0,0,0,3.999324,2.99946,6.998964,0,4.99963,0,3.998648,0,1.999852,0,2.998059,0,2.996115,1.98644,0.99795,0,1.999028,0,1.998706,0,1.99926,0,3.998944,0,0.999905,0,2.999619,0,2.999874,0,1.999408,0,0.999894,0,1.999978,0,2.999967,0,0.999029,0,3.998436,0,2.999028,0,3.998704,0,5.997972,0,0,0,2.999526,0,0.999852,0,0.999915,0,4.99942,0,4.99979,0,2.998059,0,2.999028,0,3.997412,0,0.998705,0,0.99962,0,2.99946,2.999682,0.999789,0,3.99966,0,2.999745,0.999979,5.999748,0,2.999967,0,3.999916,0,0,0,1.994618,0,0.999676,0,0.999353,0,4.997305,0,1.99962,2.999271,1.999684,0.999725,4.999575,0,0.999915,5.999112,4.99852,0,1.999768,0,3.99966,0,5.999874,0,1.999936,0,2.99943,0,4.993525,0,0,0,1.998288,0,0,0,0,0,5.999874,0,2.999745,0,0.999989,0,3.999956,0,1.999978,0,1.99223,0,2.99943,0,3.98964,0,2.993883,0,2.996481,0,1.997972,0.99944,0.999873,0,0.999778,0,1.999874,0,4.99979,0,0,0,1.998706,0,5.96949,0,1.998754,0,1.998706,0,1.998058,0,1.998058,0,5.99892,0,2.999778,0,6.999559,0,0,0,1.99981,0,2.999028,0,4.99838,0,2.998059,0,0.999546,0,5.996118,0,3.98322,0,0.998119,0,1.999352,0,2.999745,0,1.999852,0,1.999916,0,2.999874,0,3.999956,0,2.999904,0,2.997087,0,2.999028,0,2.998059,0,3.996116,0,1.999352,0,1.999344,0,1.999704,0,1.999852,0,3.999788,0,3.999788,0,4.99984,0,1.99741,0
S177,C,0,0,0,0,0,0,0,0,0,0,0,0,0.999852,0,0,0.999831,2.998986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999958,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999725,0,0,1.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99983,3.999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999176,0.99982,0,4.99963,1.99983,0,0,0,0,0.999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S178,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.998816,0.99981,1.999852,1.999958,3.99966,14.998725,2.999937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.993343,0,6.99608,2.999619,2.999745,2.999334,1.999894,0.999937,0,0,0,0.999968,0,0,0,0.994915,0,0,0,0,0,0,0,7.992232,3.996704,6.99874,0,3.999704,4.999575,0,0,0,0,0.999905,0,3.998704,5.999682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S179,C,241.974348,348.922522,303.861984,365.390073,434.436675,423.971716,403.869104,430.886216,426.891542,401.897892,312.947103,364.9343,444.93414,479.97984,437.967588,430.927161,445.849252,467.980344,379.97188,376.43038,414.731495,422.995347,433.43797,410.19986,331.3194,392.900178,422.794422,421.744744,497.677794,524.21686,380.85903,414.92115,436.884632,417.92476,423.95972,468.880874,474.939675,476.934651,459.98068,436.958485,418.875976,470.950074,409.95654,358.977383,390.995699,383.983872,467.994852,490.989689,445.566934,426.792478,472.815057,468.957588,513.833464,550.296375,412.866188,445.867984,462.843506,476.899353,398.936958,483.928368,555.912152,530.910261,521.922744,509.96226,530.954865,500.973447,461.946408,527.960928,500.978958,506.978706,590.617623,590.78026,449.8542,445.797516,466.697851,455.563898,505.34473,550.087073,400.84762,405.905808,417.92476,392.958342,330.930159,325.965444,438.962685,411.969512,379.9677,358.992461,432.981814,419.98656,349.99615,332.996337,341.992818,381.991978,414.995435,449.160825,385.958583,390.847119,450.853876,413.056904,501.675206,509.52143,462.750443,485.851284,477.90918,410.900127,345.945332,386.893575,414.964725,421.982276,423.96396,332.950716,355.894624,347.97042,396.953948,395.96238,365.96889,384.979595,375.992104,402.983074,400.987168,425.991054,488.90709,472.350006,544.294225,521.291359,457.703674,431.041392,445.618224,426.864641,373.881442,393.883376,418.92039,421.968772,441.990718,449.96175,389.96685,383.991936,386.995743,409.97417,385.995754,393.995666,405.995534,444.26729,394.46154,401.84724,443.91564,489.72831,505.68687,515.975787,423.135464,452.266593,473.443998,453.568246,362.631918,366.79448,342.956439,385.96719,421.906316,401.978694,373.976438,319.98304,321.986476,310.993469,293.990592,350.932608,392.745729,442.97612,394.981255,374.80575,445.722142,429.601215,520.662913,478.73204,404.606745,441.17346,483.530036,452.626728,387.93016,360.919858,352.973878,420.964215,478.969823,395.970696,359.97732,397.987264,410.960955,366.992293,351.885952,394.979065,397.871048,379.3559,393.745082,359.7984,396.819762,416.517772,437.716614,491.60296,369.443655,393.067402,411.225028,458.602506,382.875908,406.92674,401.96583,408.986912,446.966922,397.974926,414.98257,459.98068,413.982612,476.984736,142.998427,404.974485,389.98752,450.990529,349.66015,324.872925,415.865216,414.29443,486.684911,534.18296,459.55334,383.342592,426.861652,423.757896,403.867488,440.897688,404.94006,498.963074,425.968476,405.978482,388.979383,446.995083,430.977157,389.98752,383.987712,391.32868,419.4561,435.03036
